         9327113 function calls (9308042 primitive calls) in 6.906 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      518    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       33    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
       26    0.000    0.000    0.000    0.000 core.py:955(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:4120(FancyArrowPatch)
      352    0.000    0.000    0.000    0.000 typing.py:1803(__eq__)
        1    0.000    0.000    0.000    0.000 parallel.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        1    0.000    0.000    0.000    0.000 ufuncs.py:64(unary_ufunc)
       44    0.000    0.000    0.000    0.000 typing.py:1131(_typevar_subst)
       91    0.000    0.000    0.000    0.000 typing.py:2691(overload)
       10    0.000    0.000    0.000    0.000 config.py:522(int_state)
      547    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      343    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
       14    0.000    0.000    0.000    0.000 profiler.py:302(annotate_function)
      448    0.000    0.000    0.000    0.000 colors.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2365(BoxStyle)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        6    0.000    0.000    0.000    0.000 functools.py:873(register)
        7    0.000    0.000    0.000    0.000 enum.py:1581(__or__)
       72    0.000    0.000    0.000    0.000 enum.py:343(__init__)
        2    0.000    0.000    0.000    0.000 custom_transpose.py:1(<module>)
       96    0.000    0.000    0.000    0.000 inspect.py:2131(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
      171    0.000    0.000    0.000    0.000 util.py:602(_original_func)
        1    0.000    0.000    0.000    0.000 path_random.py:19(RandomOptimizer)
      326    0.000    0.000    0.000    0.000 util.py:412(wraps)
       42    0.000    0.000    0.000    0.000 util.py:320(weakref_lru_cache)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 primitives.py:1(<module>)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       36    0.000    0.000    0.000    0.000 _dtype.py:350(_name_get)
       30    0.000    0.000    0.000    0.000 rcsetup.py:63(__init__)
        1    0.000    0.000    0.000    0.000 stack.py:1(<module>)
        9    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
       10    0.000    0.000    0.000    0.000 loops.py:2418(register_lowering)
        4    0.000    0.000    0.000    0.000 colors.py:1722(_make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:1(<module>)
      285    0.000    0.000    0.000    0.000 api_util.py:59(_ensure_str)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vectorize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:1438(get_aval)
      150    0.000    0.000    0.000    0.000 api_util.py:493(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:1682(<lambda>)
        1    0.000    0.000    0.000    0.000 op_shardings.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1031(__init__)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logging_config.py:65(update_logging_level_global)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 k8s_cluster.py:1(<module>)
        2    0.000    0.000    0.000    0.000 monitoring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1675(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:3139(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 contour.py:671(ContourSet)
        8    0.000    0.000    0.000    0.000 deprecations.py:48(deprecation_getattr)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
      888    0.000    0.000    0.000    0.000 enum.py:1203(__init__)
       36    0.000    0.000    0.000    0.000 _local.py:166(__fspath__)
        1    0.000    0.000    0.000    0.000 _linalg.py:2443(lstsq)
      222    0.000    0.000    0.000    0.000 transforms.py:1339(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5187(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:257(_subst_vars)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1376(_get_parent_path)
      495    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      121    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:36(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:6736(__new__)
      547    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1180(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1303(Arrow)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:465(inner)
      248    0.000    0.000    0.000    0.000 patches.py:2343(<genexpr>)
       59    0.000    0.000    0.000    0.000 core.py:1919(set_name)
        1    0.000    0.000    0.000    0.000 testing.py:17(pyparsing_test)
       35    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
      413    0.000    0.000    0.000    0.000 util.py:611(wrapper)
        1    0.000    0.000    0.000    0.000 ffi.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:4079(<genexpr>)
        6    0.000    0.000    0.000    0.000 numeric.py:2706(extend_all)
      326    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      154    0.000    0.000    0.000    0.000 core.py:791(preParse)
        1    0.000    0.000    0.000    0.000 patches.py:3873(FancyBboxPatch)
       18    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      263    0.000    0.000    0.000    0.000 core.py:3863(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1035(TimerBase)
        8    0.000    0.000    0.000    0.000 config.py:408(enum_state)
       13    0.000    0.000    0.000    0.000 mlir.py:2593(cache_lowering)
       29    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:267(translate)
        1    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1180(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      222    0.000    0.000    0.000    0.000 transforms.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 hlo_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
      320    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
      544    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1600(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:582(Axis)
      869    0.000    0.000    0.000    0.000 inspect.py:2779(default)
        1    0.000    0.000    0.000    0.000 patches.py:4460(ConnectionPatch)
        2    0.000    0.000    0.000    0.000 core.py:1407(concrete_aval)
      547    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1205(get_filename)
        1    0.000    0.000    0.000    0.000 image.py:1047(NonUniformImage)
      183    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        4    0.000    0.000    0.000    0.000 ast.py:58(literal_eval)
        1    0.000    0.000    0.000    0.000 mpi4py_cluster.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:3982(_setResultsName)
        8    0.000    0.000    0.000    0.000 core.py:5045(__init__)
      174    0.000    0.000    0.000    0.000 numerictypes.py:289(issubclass_)
       49    0.000    0.000    0.000    0.000 colors.py:401(<genexpr>)
      640    0.000    0.000    0.000    0.000 pjit.py:373(<lambda>)
      640    0.000    0.000    0.000    0.000 sharding_impls.py:1118(<lambda>)
       58    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
       61    0.000    0.000    0.000    0.000 results.py:215(__getitem__)
        1    0.000    0.000    0.000    0.000 conditionals.py:1(<module>)
      343    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        7    0.000    0.000    0.000    0.000 config.py:706(string_or_object_state)
      183    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       15    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 slicing.py:258(GatherScatterMode)
       47    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
      182    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
       78    0.000    0.000    0.000    0.000 util.py:112(set_)
       46    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 sharding_specs.py:1(<module>)
       74    0.000    0.000    0.000    0.000 __init__.py:96(_xla_gc_callback)
       35    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
      160    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:2755(MaskedArray)
      170    0.000    0.000    0.000    0.000 colors.py:689(__init__)
        1    0.000    0.000    0.000    0.000 core.py:126(Diagnostics)
       78    0.000    0.000    0.000    0.000 util.py:109(get)
       19    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
       18    0.000    0.000    0.000    0.000 arrayprint.py:540(wrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(ParseBaseException)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
       14    0.000    0.000    0.000    0.000 traceback.py:441(extended_frame_gen)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       11    0.000    0.000    0.000    0.000 custom_derivatives.py:134(__init__)
      170    0.000    0.000    0.000    0.000 textwrap.py:483(<lambda>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        2    0.000    0.000    0.000    0.000 _local.py:717(mkdir)
       49    0.000    0.000    0.000    0.000 core.py:1473(concrete_or_error)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
      232    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
      222    0.000    0.000    0.000    0.000 patches.py:2336(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:6104(<genexpr>)
        1    0.000    0.000    0.000    0.000 ompi_cluster.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:3116(_bind)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        2    0.000    0.000    0.000    0.000 deprecation.py:245(__set_name__)
        1    0.000    0.000    0.000    0.000 patches.py:2730(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 core.py:1048(update_thread_local_jit_state)
        1    0.000    0.000    0.000    0.000 transforms.py:2348(CompositeGenericTransform)
       14    0.000    0.000    0.000    0.000 tree_util.py:218(register_pytree_node)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1675(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 core.py:4614(ParseElementEnhance)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contract.py:740(ContractExpression)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:6098(<lambda>)
        1    0.000    0.000    0.000    0.000 scale.py:111(ResizeMethod)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
      251    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 mesh.py:105(AxisTypes)
        1    0.000    0.000    0.000    0.000 core.py:3845(ParseExpression)
        2    0.000    0.000    0.000    0.000 api_util.py:685(<genexpr>)
       96    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5490(Forward)
      444    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
      320    0.000    0.000    0.000    0.000 pxla.py:3022(contains_explicit_attributes)
        1    0.000    0.000    0.000    0.000 ad_util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 cache_key.py:65(IgnoreCallbacks)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:586(get_data_path)
       45    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
        2    0.000    0.000    0.000    0.000 __init__.py:1490(setLevel)
       14    0.000    0.000    0.000    0.000 traceback.py:376(walk_stack)
        8    0.000    0.000    0.000    0.000 core.py:4413(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 Image.py:145(Transpose)
       13    0.000    0.000    0.000    0.000 linecache.py:158(lazycache)
        1    0.000    0.000    0.000    0.000 slurm_cluster.py:1(<module>)
       97    0.000    0.000    0.000    0.000 rcsetup.py:77(__call__)
        1    0.000    0.000    0.000    0.000 prng.py:792(_make_rotate_left)
      589    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
      265    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
      336    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
       72    0.000    0.000    0.000    0.000 enum.py:954(_find_data_repr_)
       29    0.000    0.000    0.000    0.000 cbook.py:1390(_to_unmasked_float_array)
        6    0.000    0.000    0.000    0.000 core.py:5166(__init__)
       22    0.000    0.000    0.000    0.000 core.py:1027(reset_cache)
      547    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1013(create_module)
       33    0.000    0.000    0.000    0.000 results.py:224(__setitem__)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
      175    0.000    0.000    0.000    0.000 helpers.py:213(<lambda>)
       59    0.000    0.000    0.000    0.000 enum.py:1233(_generate_next_value_)
       11    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        3    0.000    0.000    0.000    0.000 enum.py:1444(_missing_)
      137    0.000    0.000    0.000    0.000 core.py:1782(set_whitespace_chars)
       28    0.000    0.000    0.000    0.000 rcsetup.py:487(_validate_linestyle)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1446(_clear_cache)
       42    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:466(_validate_papersize)
        2    0.000    0.000    0.000    0.000 core.py:552(set_results_name)
        2    0.000    0.000    0.000    0.000 __init__.py:124(_getuserbase)
        1    0.000    0.000    0.000    0.000 abstract_arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1285(LocationEvent)
        1    0.000    0.000    0.000    0.000 earray.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3104(__hash__)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8739(_replace_return_type)
        1    0.000    0.000    0.000    0.000 dispatch.py:326(CopySemantics)
       71    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:1619(Annotation)
        3    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        5    0.000    0.000    0.000    0.000 config.py:663(optional_string_state)
       56    0.000    0.000    0.000    0.000 batching.py:945(defvectorized)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3255(bind)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1347(MouseButton)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
      386    0.000    0.000    0.000    0.000 enum.py:788(<genexpr>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
      524    0.000    0.000    0.000    0.000 enum.py:247(__init__)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
      120    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        4    0.000    0.000    0.000    0.000 colors.py:1740(Norm)
        1    0.000    0.000    0.000    0.000 pxla.py:1648(MismatchType)
       48    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       17    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
       33    0.000    0.000    0.000    0.000 {built-in method }
        1    0.000    0.000    0.000    0.000 Image.py:165(Resampling)
      156    0.000    0.000    0.000    0.000 core.py:2022(__hash__)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2015(_signature_get_partial)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1994(Arc)
       47    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
        1    0.000    0.000    0.000    0.000 lax.py:698(Precision)
       96    0.000    0.000    0.000    0.000 config.py:107(add_option)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 effects.py:1(<module>)
       16    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
       34    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
      320    0.000    0.000    0.000    0.000 pjit.py:321(_get_cpp_global_cache)
        6    0.000    0.000    0.000    0.000 util.py:206(curry)
      172    0.000    0.000    0.000    0.000 <frozen _collections_abc>:873(__iter__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       35    0.000    0.000    0.000    0.000 __init__.py:305(escape)
       11    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 transforms.py:1773(AffineBase)
        1    0.000    0.000    0.000    0.000 array.py:182(ArrayImpl)
        1    0.000    0.000    0.000    0.000 fft.py:40(FftType)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 server.py:146(BaseHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       16    0.000    0.000    0.000    0.000 _dtype.py:334(_name_includes_bit_suffix)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
      425    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       26    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
        1    0.000    0.000    0.000    0.000 fused_attention_stablehlo.py:63(MaskType)
        1    0.000    0.000    0.000    0.000 Image.py:156(Transform)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       39    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
      343    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
        1    0.000    0.000    0.000    0.000 linalg.py:344(SvdAlgorithm)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _local.py:354(with_name)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        3    0.000    0.000    0.000    0.000 core.py:1624(__xor__)
        1    0.000    0.000    0.000    0.000 patches.py:1386(FancyArrow)
       33    0.000    0.000    0.000    0.000 getlimits.py:692(__init__)
      102    0.000    0.000    0.000    0.000 typing.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1823(_MathStyle)
       32    0.000    0.000    0.000    0.000 warnings.py:488(__enter__)
        7    0.000    0.000    0.000    0.000 tree_util.py:303(register_pytree_node_class)
        1    0.000    0.000    0.000    0.000 geo.py:249(AitoffTransform)
        7    0.000    0.000    0.000    0.000 enum.py:1206(_add_alias_)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
       28    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
       35    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
      186    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2780(_Mode)
       12    0.000    0.000    0.000    0.000 __init__.py:264(get_aliased_and_aliases)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        7    0.000    0.000    0.000    0.000 core.py:3601(__init__)
        1    0.000    0.000    0.000    0.000 lax.py:5941(RandomAlgorithm)
       25    0.000    0.000    0.000    0.000 helpers.py:251(<genexpr>)
        1    0.000    0.000    0.000    0.000 k8s_cluster.py:26(K8sCluster)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       30    0.000    0.000    0.000    0.000 core.py:4414(<genexpr>)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       10    0.000    0.000    0.000    0.000 inspect.py:2791(replace)
        8    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
      180    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
        3    0.000    0.000    0.000    0.000 functools.py:821(singledispatch)
        1    0.000    0.000    0.000    0.000 geo.py:344(MollweideTransform)
        4    0.000    0.000    0.000    0.000 core.py:5839(__init__)
        8    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
       55    0.000    0.000    0.000    0.000 inspect.py:2510(<lambda>)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
       51    0.000    0.000    0.000    0.000 _local.py:505(__new__)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      144    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 special.py:242(IgammaMode)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1824(Affine2DBase)
        8    0.000    0.000    0.000    0.000 typing.py:2324(runtime_checkable)
        1    0.000    0.000    0.000    0.000 patches.py:714(Rectangle)
        3    0.000    0.000    0.000    0.000 core.py:1664(__invert__)
      199    0.000    0.000    0.000    0.000 core.py:498(_effect_free_abstract_eval)
        2    0.000    0.000    0.000    0.000 core.py:3039(__array_finalize__)
        1    0.000    0.000    0.000    0.000 array_api_metadata.py:1(<module>)
       96    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
      344    0.000    0.000    0.000    0.000 enum.py:1322(value)
       58    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 typing.py:93(DLDeviceType)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
        2    0.000    0.000    0.000    0.000 __init__.py:133(joinuser)
      215    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2868(__new__)
      138    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
      189    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       23    0.000    0.000    0.000    0.000 typing.py:3114(_get_typeddict_qualifiers)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:175(dirname)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1403(__len__)
        1    0.000    0.000    0.000    0.000 Image.py:184(Dither)
        1    0.000    0.000    0.000    0.000 helpers.py:662(OpAssoc)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        6    0.000    0.000    0.000    0.000 sharing.py:186(to_backend_cache_wrap)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:104(Disposal)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
      140    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1359(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4196(__init__)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6752(refer_to_array_attribute)
        6    0.000    0.000    0.000    0.000 deprecation.py:509(suppress_matplotlib_deprecation_warning)
        3    0.000    0.000    0.000    0.000 core.py:5026(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:206(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 mesh.py:182(__new__)
       37    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
        3    0.000    0.000    0.000    0.000 getlimits.py:311(_get_machar)
       39    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 Image.py:197(Quantize)
      161    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       66    0.000    0.000    0.000    0.000 xla_bridge.py:838(expand_platform_alias)
        4    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 scale.py:201(LogTransform)
        3    0.000    0.000    0.000    0.000 core.py:2482(__init__)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1366(_find_parent_path_names)
