         9327113 function calls (9308042 primitive calls) in 6.906 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ticker.py:1936(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:188(TickHelper)
        1    0.000    0.000    0.000    0.000 core.py:2477(Empty)
        1    0.000    0.000    0.000    0.000 core.py:2621(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 exceptions.py:301(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 core.py:247(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 core.py:2397(Token)
        1    0.000    0.000    0.000    0.000 core.py:5186(DelimitedList)
        1    0.000    0.000    0.000    0.000 extras.py:1838(mr_class)
        2    0.000    0.000    0.000    0.000 core.py:3494(shape)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolGrid)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1139(Accent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1420(Vrule)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 widgets.py:4093(Lasso)
        1    0.000    0.000    0.000    0.000 calendar.py:622(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _finfo.py:47(_Bfloat16MachArLike)
        1    0.000    0.000    0.000    0.000 xla_client.py:571(CustomCallHandler)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1262(PRNGRandomBitsOp)
        1    0.000    0.000    0.000    0.000 core.py:2373(_TempAxisName)
        1    0.000    0.000    0.000    0.000 linear_util.py:83(EmptyStoreValue)
        1    0.000    0.000    0.000    0.000 stages.py:373(OutInfo)
        1    0.000    0.000    0.000    0.000 mlir.py:988(LoweringResult)
        1    0.000    0.000    0.000    0.000 feedparser.py:533(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 partial_eval.py:2122(DebugInfo)
        1    0.000    0.000    0.000    0.000 pxla.py:1833(SemanticallyEqualShardings)
        1    0.000    0.000    0.000    0.000 batching.py:69(Jumble)
        1    0.000    0.000    0.000    0.000 index_tricks.py:214(RClass)
        1    0.000    0.000    0.000    0.000 linalg.py:45(EighResult)
        1    0.000    0.000    0.000    0.000 setops.py:862(_UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 lbm3d.py:155(Square)
        1    0.000    0.000    0.000    0.000 typing.py:2749(final)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueCountsResult)
        3    0.000    0.000    0.000    0.000 __init__.py:1353(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:2264(NullHandler)
        1    0.000    0.000    0.000    0.000 colors.py:2168(NoNorm)
        1    0.000    0.000    0.000    0.000 exceptions.py:265(ParseException)
        1    0.000    0.000    0.000    0.000 unicode.py:336(Devanagari)
        1    0.000    0.000    0.000    0.000 core.py:937(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 _finfo.py:74(_Float6E3m2fnMachArLike)
        1    0.000    0.000    0.000    0.000 _finfo.py:137(_Float8E5m2fnuzMachArLike)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:769(GetInternalScratchOp)
        1    0.000    0.000    0.000    0.000 core.py:394(DropVar)
        1    0.000    0.000    0.000    0.000 util.py:501(HashablePartial)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:118(_ConcatDoc)
        1    0.000    0.000    0.000    0.000 linear_util.py:295(TracingDebugInfo)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:265(_State)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:967(AUTO)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 setops.py:868(_UniqueInverseResult)
        5    0.000    0.000    0.000    0.000 api_util.py:634(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1335(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1398(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:404(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:373(_RewindState)
        1    0.000    0.000    0.000    0.000 scale.py:159(FuncScale)
        1    0.000    0.000    0.000    0.000 ticker.py:305(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1709(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:263(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1068(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 transforms.py:2807(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 unicode.py:135(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 unicode.py:8(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 results.py:103(List)
        1    0.000    0.000    0.000    0.000 core.py:3641(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:4034(_ErrorStop)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 backend_tools.py:374(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:622(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:938(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 font_manager.py:917(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 patches.py:3500(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3514(CurveB)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1428(_GlueSpec)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 widgets.py:1799(SubplotTool)
        2    0.000    0.000    0.000    0.000 axis.py:558(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1557(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 axis.py:550(_LazyTickList)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        1    0.000    0.000    0.000    0.000 calendar.py:578(different_locale)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 dates.py:1780(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 xla_client.py:733(PaddingConfig)
        1    0.000    0.000    0.000    0.000 xla_client.py:913(PrecisionConfig)
        1    0.000    0.000    0.000    0.000 core.py:1964(AbstractToken)
        1    0.000    0.000    0.000    0.000 core.py:3069(OpaqueTraceState)
        1    0.000    0.000    0.000    0.000 source_info_util.py:92(Transform)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:260(_ColorState)
        1    0.000    0.000    0.000    0.000 tree_util.py:491(Partial)
        1    0.000    0.000    0.000    0.000 stages.py:409(CompiledCallParams)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:50(TransferToMemoryKind)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:1193(ReplicaAxisContext)
        1    0.000    0.000    0.000    0.000 profiler.py:276(StepTraceAnnotation)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 partial_eval.py:1159(Offloadable)
        1    0.000    0.000    0.000    0.000 pxla.py:371(EmapInfo)
        1    0.000    0.000    0.000    0.000 pxla.py:1792(MutationData)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:795(CustomVJPCallPrimitive)
        1    0.000    0.000    0.000    0.000 callback.py:467(OrderedIOEffect)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:9473(Unoptimized)
        1    0.000    0.000    0.000    0.000 reductions.py:1979(CumulativeReduction)
        1    0.000    0.000    0.000    0.000 debugging.py:284(_DebugPrintFormatChecker)
        1    0.000    0.000    0.000    0.000 core.py:133(Debugger)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 cbook.py:333(silent_list)
        1    0.000    0.000    0.000    0.000 rcsetup.py:375(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 Image.py:77(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 ticker.py:2879(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2281(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 core.py:4788(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:457(DebugActions)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 backend_tools.py:414(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 patches.py:2397(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2829(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:3661(Simple)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1523(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 offsetbox.py:435(VPacker)
        1    0.000    0.000    0.000    0.000 polar.py:263(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 logging_config.py:90(_DebugHandlerFilter)
        1    0.000    0.000    0.000    0.000 core.py:1973(Token)
        1    0.000    0.000    0.000    0.000 core.py:2285(MapPrimitive)
        1    0.000    0.000    0.000    0.000 mlir.py:244(ConstantHandler)
        1    0.000    0.000    0.000    0.000 pxla.py:678(ReplicaInfo)
        1    0.000    0.000    0.000    0.000 monitoring.py:29(EventListenerWithMetadata)
        1    0.000    0.000    0.000    0.000 batching.py:439(AxisData)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:1295(PlaceHolder)
        1    0.000    0.000    0.000    0.000 glob.py:111(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:3696(register_save_all)
        1    0.000    0.000    0.000    0.000 ImageFile.py:633(PyCodecState)
        1    0.000    0.000    0.000    0.000 core.py:3690(LineEnd)
        1    0.000    0.000    0.000    0.000 unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 unicode.py:239(Kanji)
        1    0.000    0.000    0.000    0.000 unicode.py:258(Katakana)
        1    0.000    0.000    0.000    0.000 core.py:3600(PositionToken)
        1    0.000    0.000    0.000    0.000 core.py:4730(_Indent)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1430(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:399(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1563(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 _mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 units.py:161(Registry)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1061(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 config.py:1626(_update_garbage_collection_guard)
        1    0.000    0.000    0.000    0.000 core.py:2192(SomeTracer)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:272(_Line)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:68(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 socketserver.py:662(_NoThreads)
        1    0.000    0.000    0.000    0.000 pxla.py:1181(ResultsHandler)
        1    0.000    0.000    0.000    0.000 index_tricks.py:97(_Ogrid)
        1    0.000    0.000    0.000    0.000 warnings.py:207(_OptionError)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 rcsetup.py:775(_DunderChecker)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:77(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1148(_Frame)
        1    0.000    0.000    0.000    0.000 _typing.py:46(SupportsRead)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:115(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 ticker.py:357(_UnicodeMinusFormat)
        1    0.000    0.000    0.000    0.000 ticker.py:1754(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2857(AutoLocator)
        1    0.000    0.000    0.000    0.000 core.py:4809(AtLineStart)
        1    0.000    0.000    0.000    0.000 unicode.py:282(Hangul)
        1    0.000    0.000    0.000    0.000 core.py:3011(Char)
        1    0.000    0.000    0.000    0.000 core.py:5751(TokenConverter)
        1    0.000    0.000    0.000    0.000 core.py:1159(_DomainedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:901(__init__)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:874(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 backend_tools.py:592(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 patches.py:2655(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:3539(BracketA)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1054(Vbox)
        1    0.000    0.000    0.000    0.000 calendar.py:37(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 dates.py:1442(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1546(DayLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:772(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3519(PartitionIdOp)
        1    0.000    0.000    0.000    0.000 util.py:363(WrapKwArgs)
        1    0.000    0.000    0.000    0.000 core.py:2392(NamedAxisEffect)
        2    0.000    0.000    0.000    0.000 linear_util.py:90(__init__)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:138(_GroupDoc)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:96(_NilDoc)
        1    0.000    0.000    0.000    0.000 tree_util.py:745(_RegistryWithKeypathsEntry)
        1    0.000    0.000    0.000    0.000 client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 api_util.py:245(_ensure_inbounds)
        1    0.000    0.000    0.000    0.000 socketserver.py:847(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 partial_eval.py:2461(BoundedAxisSize)
        1    0.000    0.000    0.000    0.000 dispatch.py:223(SourceInfo)
        1    0.000    0.000    0.000    0.000 discharge.py:99(DischargeRule)
        1    0.000    0.000    0.000    0.000 batching.py:931(AxisPrimitiveBatchersProxy)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:19(_Dialect)
        1    0.000    0.000    0.000    0.000 callback.py:464(IOEffect)
        1    0.000    0.000    0.000    0.000 linalg.py:50(QRResult)
        1    0.000    0.000    0.000    0.000 array_methods.py:1095(_set_array_attributes)
        1    0.000    0.000    0.000    0.000 debugging.py:54(DebugEffect)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 _local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1124(_idat)
        1    0.000    0.000    0.000    0.000 util.py:80(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 unicode.py:200(Cyrillic)
        1    0.000    0.000    0.000    0.000 core.py:4878(PrecededBy)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 xla_client.py:936(GatherDimensionNumbers)
        1    0.000    0.000    0.000    0.000 core.py:2271(ClosedCallPrimitive)
        1    0.000    0.000    0.000    0.000 mesh.py:359(_ThreadResourcesLocalState)
        1    0.000    0.000    0.000    0.000 partition_spec.py:17(UnconstrainedSingleton)
        1    0.000    0.000    0.000    0.000 compute_on.py:23(__init__)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:148(_NestDoc)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:163(_SourceMapDoc)
        1    0.000    0.000    0.000    0.000 layout.py:27(AutoLayout)
        1    0.000    0.000    0.000    0.000 mlir.py:835(LoweringRule)
        1    0.000    0.000    0.000    0.000 linalg.py:60(SVDResult)
        1    0.000    0.000    0.000    0.000 index_tricks.py:289(CClass)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:276(OGridClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 traceback.py:94(_Sentinel)
        1    0.000    0.000    0.000    0.000 __init__.py:350(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 threading.py:837(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 deprecation.py:311(_deprecated_parameter_class)
        2    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 Image.py:527(SupportsGetData)
        1    0.000    0.000    0.000    0.000 ticker.py:369(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1052(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1115(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 unicode.py:148(LatinA)
        1    0.000    0.000    0.000    0.000 unicode.py:154(LatinB)
        1    0.000    0.000    0.000    0.000 util.py:166(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 core.py:3713(StringStart)
        1    0.000    0.000    0.000    0.000 core.py:3730(StringEnd)
        1    0.000    0.000    0.000    0.000 unicode.py:246(Hiragana)
        1    0.000    0.000    0.000    0.000 unicode.py:314(Arabic)
        1    0.000    0.000    0.000    0.000 unicode.py:322(Hebrew)
        1    0.000    0.000    0.000    0.000 core.py:4959(Located)
        1    0.000    0.000    0.000    0.000 core.py:5120(OneOrMore)
        1    0.000    0.000    0.000    0.000 core.py:5251(_NullToken)
        1    0.000    0.000    0.000    0.000 core.py:4736(_IndentGreater)
        1    0.000    0.000    0.000    0.000 core.py:5818(Group)
        1    0.000    0.000    0.000    0.000 helpers.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:927(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 cm.py:93(__iter__)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 patches.py:2548(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2606(Round4)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 dviread.py:740(Tfm)
        1    0.000    0.000    0.000    0.000 _mathtext.py:959(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1410(Hrule)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 dates.py:1492(MonthLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 config.py:651(validator)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:19(_Dialect)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:19(_Dialect)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4088(ReplicaIdOp)
        1    0.000    0.000    0.000    0.000 dtypes.py:602(TypePromotionError)
        1    0.000    0.000    0.000    0.000 core.py:965(TraceTag)
        1    0.000    0.000    0.000    0.000 typing.py:88(DeprecatedArg)
        1    0.000    0.000    0.000    0.000 traceback_util.py:125(SimplifiedTraceback)
        1    0.000    0.000    0.000    0.000 errors.py:413(TracerBoolConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:317(TracerIntegerConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:525(UnexpectedTracerError)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:1369(NonUniformShardingError)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:19(_Dialect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:74(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:19(_Dialect)
        1    0.000    0.000    0.000    0.000 monitoring.py:35(EventDurationListenerWithMetadata)
        1    0.000    0.000    0.000    0.000 ad.py:1012(CustomVJPException)
        1    0.000    0.000    0.000    0.000 pjit.py:1124(PytreeLeaf)
        1    0.000    0.000    0.000    0.000 core.py:50(_CantFlatten)
        1    0.000    0.000    0.000    0.000 core.py:150(register_debugger)
        4    0.000    0.000    0.000    0.000 core.py:5990(postParse)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:527(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1292(BoolFormat)
        1    0.000    0.000    0.000    0.000 _docstring.py:78(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 version.py:59(InvalidVersion)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(UnknownConstraint)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1479(KeyEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2501(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:3828(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:2867(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2971(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3509(CurveA)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1061(Hbox)
        1    0.000    0.000    0.000    0.000 dates.py:1519(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1599(MinuteLocator)
        1    0.000    0.000    0.000    0.000 core.py:1353(InDBIdx)
        1    0.000    0.000    0.000    0.000 errors.py:137(NonConcreteBooleanIndexError)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SlogdetResult)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 multiarray.py:757(dot)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 _abc.py:48(UnsupportedOperation)
        1    0.000    0.000    0.000    0.000 _local.py:472(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 core.py:2494(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(DuplicateEditVariable)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(UnsatisfiableConstraint)
        1    0.000    0.000    0.000    0.000 core.py:5855(Dict)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(BadRequiredStrength)
        1    0.000    0.000    0.000    0.000 core.py:82(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 extras.py:339(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1261(ResizeEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2469(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2511(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2714(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:3577(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3617(BracketCurve)
        1    0.000    0.000    0.000    0.000 patches.py:3740(Fancy)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 patches.py:3067(Bar)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 _mathtext.py:864(StixSansFonts)
        1    0.000    0.000    0.000    0.000 __init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 dates.py:1574(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1624(SecondLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:275(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:503(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 xla_client.py:767(DotDimensionNumbers)
        1    0.000    0.000    0.000    0.000 xla_client.py:813(ConvolutionDimensionNumbers)
        1    0.000    0.000    0.000    0.000 xla_client.py:970(ReplicaGroup)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2128(TraceStopOp)
        1    0.000    0.000    0.000    0.000 core.py:1357(OutDBIdx)
